sede_code,municipality_code,municipality_name,state_code,state_name,score,school_name,dane_code,address,phone,department,municipality,calendar,sector,area,dean
219698002656,19698,SANTANDER DE QUILICHAO,19,CAUCA,75.90099382063188,INSTITUCION EDUCATIVA AGROPECUARIA BENJAMIN DINDICUE,219698002656,VEREDA PARAMILLO UNO,3128796120,CAUCA,SANTANDER DE QUILICHAO,A,OFICIAL,RURAL,FREDY RIVERA TROCHEZ
227001000882,27050,ATRATO (YUTO),27,CHOCO,51.831145510813045,IE ANTONIO ABAD HINESTROZA,227001000513,YUTO,3218513281,CHOCÓ,ATRATO,A,OFICIAL,"URBANA , RURAL",ADELSON MENA MENA
376109008303,76109,BUENAVENTURA,76,VALLE,61.11987156491298,CENTRO EDUCATIVO EUSEBIO ANGULO,376109008303,CL 3 A 88 62,3163406031,VALLE DEL CAUCA,BUENAVENTURA,A,NO OFICIAL,URBANA,CAROLINA BONILLA MOSQUERA
376109008303,76109,BUENAVENTURA,76,VALLE,61.11987156491298,CENTRO EDUCATIVO EUSEBIO ANGULO,376109008303,CL 3 A 88 62,3163406031,VALLE DEL CAUCA,BUENAVENTURA,A,NO OFICIAL,URBANA,CAROLINA BONILLA MOSQUERA
227615001311,27086,BELEN DE BAJIRA,27,CHOCO,53.358968583701184,IE SIMON BOLIVAR,227615001311,VDA PLAYA ROJA,3236230939,CHOCÓ,NUEVO BELÉN DE BAJIRÁ,A,OFICIAL,RURAL,WALTER EMITH PALACIOS MENA
127361000137,27361,ISTMINA,27,CHOCO,46.11040935319518,IE INSTITUTO INTEGRADO SAN PABLO INDUSTRIAL,127361000137,CRA 7 N¿ 7-115,6702085- 3206339739,CHOCÓ,ISTMINA,A,OFICIAL,"URBANA , RURAL",CARLOS JESUS HURTADO MURILLO
252835005100,52835,TUMACO,52,NARIÑO,78.89932560397611,IE ALTO MIRA FRONTERA,252835005100,VEREDA PALO SECO,3165299594,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,RURAL,BANGUERA SEGUNDO PIO
119573000673,19573,PUERTO TEJADA,19,CAUCA,60.15635029160466,I.E. SAN PEDRO CLAVER,119573000673,CL 18 17 10,8280626 - 313 659 7025,CAUCA,PUERTO TEJADA,A,OFICIAL,URBANA,MARIA ELSY MINA ARAGON
252250000307,52250,EL CHARCO,52,NARIÑO,52.17850720940301,INSTITUCION EDUCATIVA EL HORMIGUERO,252250000307,INSP. EL HORMIGUERO MPIO EL CHARCO NAR.,3136511992,NARIÑO,EL CHARCO,A,OFICIAL,RURAL,SANDRO ESTUPIÑAN PORTOCARRERO
219780000343,19780,SUAREZ,19,CAUCA,60.38523414848665,I.E. AGROAMBIENTAL AGUA CLARA,219780000343,VEREDA AGUA CLARA,3183395072,CAUCA,SUÁREZ,A,OFICIAL,RURAL,LUZ ENITH VALENCIA HERNANDEZ
219075000211,19075,BALBOA,19,CAUCA,67.54351434895418,INSTITUCION EDUCATIVA TECNICA EN SISTEMAS LA BERMEJA,219075000211,VDA. BERMEJA BAJA,3146712715,CAUCA,BALBOA,A,OFICIAL,RURAL,LUIS GERARDO OBANDO CAICEDO
376109001180,76109,BUENAVENTURA,76,VALLE,34.938713611730186,MIGUEL DE CERVANTES SAAVEDRA,376109001180,CL 60 C 8 64,2443747,VALLE DEL CAUCA,BUENAVENTURA,A,NO OFICIAL,URBANA,ESPERANZA VIVEROS
227077000849,27077,BAJO BAUDO   (PIZARRO),27,CHOCO,47.58024401943346,IE NUESTRA SEÑORA DEL CARMEN,227077000849,VILLAMARIA,3214738895,CHOCÓ,BAJO BAUDÓ,A,OFICIAL,RURAL,EDIGMO VALENCIA GONZALEZ
127001000268,27001,QUIBDO,27,CHOCO,59.7417170888369,IE ANTONIO MARIA CLARET,127001003127,CRA 3 # 31-99,6723756,CHOCÓ,QUIBDÓ,A,OFICIAL,"URBANA , RURAL",MARGEL DEL CARMEN RENGIFO VALENCIA
119780000969,19780,SUAREZ,19,CAUCA,63.30308398415015,I.E.T.A. DE SUAREZ,119780000969,IND BARRIO JUAN BLANCO,3126828304,CAUCA,SUÁREZ,A,OFICIAL,URBANA,MARIA EUFEMIA MINA CHARA
119821000031,19821,TORIBIO,19,CAUCA,41.94153774045639,I.E. TORIBIO,119821000031,IND CALLE 6 CARRERA 3 Y 4,3113980785 - 3186166674,CAUCA,TORIBIO,A,OFICIAL,"URBANA , RURAL",ROSBITA GOMEZ RENGIFO
219142000352,19142,CALOTO,19,CAUCA,71.3614509370233,INSTITUCION EDUCATIVA TECNICA LA PALOMERA,219142000352,VDA. LA PALOMERA,3226748118,CAUCA,CALOTO,A,OFICIAL,RURAL,CARMEN ROSA GUASAQUILLO TOMBE
219137000204,19137,CALDONO,19,CAUCA,42.963574973523194,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,119137000293,BARRIO OLAZA PRINCIPAL ASOCIACIÓN DE CABILDOS DEN CLADONO,3146806913,CAUCA,CALDONO,A,OFICIAL,"URBANA , RURAL",DIANA BEATRIZ TUMBO GARCIA
227615001222,27086,BELEN DE BAJIRA,27,CHOCO,55.74486825109405,IE LA UNION DE BAJIRA,127615060621,BELENCITO,3146313195 - 3154332103,CHOCÓ,NUEVO BELÉN DE BAJIRÁ,A,OFICIAL,RURAL,ELACIO MOSQUERA QUINTO
252835001538,52835,TUMACO,52,NARIÑO,37.64723779005841,I.E. LA ENSENADA,252835001210,CORREGIMIENTO BOCAS DE CURAY,3164674038,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,RURAL,CLAUDIA ELIANIA RUIZ BENAVIDES
127001003534,27001,QUIBDO,27,CHOCO,54.66090935971855,IE JOSE DEL CARMEN CUESTA RENTERIA,127001003534,CL 24 6 24,3103743675,CHOCÓ,QUIBDÓ,A,OFICIAL,URBANA,DALSON MARTIN ABADIA TORRES
127001003534,27001,QUIBDO,27,CHOCO,54.66090935971855,IE JOSE DEL CARMEN CUESTA RENTERIA,127001003534,CL 24 6 24,3103743675,CHOCÓ,QUIBDÓ,A,OFICIAL,URBANA,DALSON MARTIN ABADIA TORRES
227001001234,27001,QUIBDO,27,CHOCO,63.712905631270544,IE AGROPECUARIA DE TAGACHI,227001003547,AFLUENTE RIO TAGACHI,3136518977,CHOCÓ,QUIBDÓ,A,OFICIAL,RURAL,ELIZABETH MORENO PALACIOS.
176109000290,76109,BUENAVENTURA,76,VALLE,45.93462975396295,PABLO EMILIO CARVAJAL,176109002977,TRASNV. 87 NO 3S-40 BARRIO ALEJANDRO CABAL POMBO,2507614-3234587803,VALLE DEL CAUCA,BUENAVENTURA,A,OFICIAL,"URBANA , RURAL",MARLON ALEXIS POSSO VARELA
376109015547,76109,BUENAVENTURA,76,VALLE,71.46913147064849,LICEO MAYOR LATINO,376109015547,KR 40 A 4 A 42,,VALLE DEL CAUCA,BUENAVENTURA,A,NO OFICIAL,URBANA,MARIA FERNANDA CARMONA MONTOYA
227077000369,27430,MEDIO BAUDO,27,CHOCO,58.7005011281325,IE NUESTRA SEÑORA DEL CARMEN- PUERTO MELUK,227077000369,PUERTO MELUK,3135287189,CHOCÓ,MEDIO BAUDÓ,A,OFICIAL,"URBANA , RURAL",EMIRO ENRIQUE MENA MATURANA
